Date,"Bangladesh, RETAIL, Dhaka, Wheat (flour), BDT/Kg","Bangladesh, RETAIL, National Average, Wheat (flour), BDT/Kg","Bangladesh, WHOLESALE, Dhaka, Wheat (flour), BDT/Kg","Bangladesh, RETAIL, Dhaka, Wheat (flour), BDT-real/Kg","Bangladesh, RETAIL, National Average, Wheat (flour), BDT-real/Kg","Bangladesh, WHOLESALE, Dhaka, Wheat (flour), BDT-real/Kg","Bangladesh, RETAIL, Dhaka, Wheat (flour), USD/Kg","Bangladesh, RETAIL, National Average, Wheat (flour), USD/Kg","Bangladesh, WHOLESALE, Dhaka, Wheat (flour), USD/Kg","Egypt, RETAIL, National Average, Wheat (flour), EGP/Kg","Egypt, RETAIL, National Average, Wheat (flour), EGP-real/Kg","Egypt, RETAIL, National Average, Wheat (flour), USD/Kg","Indonesia, RETAIL, National Average, Wheat (flour), IDR/Kg","Indonesia, RETAIL, National Average, Wheat (flour), IDR-real/Kg","Indonesia, RETAIL, National Average, Wheat (flour), USD/Kg","Libyan Arab Jamahiriya, RETAIL, Tripoli center, Wheat (flour), LYD/Kg","Libyan Arab Jamahiriya, RETAIL, Sebha, Wheat (flour), LYD/Kg","Libyan Arab Jamahiriya, RETAIL, National Average, Wheat (flour), LYD/Kg","Libyan Arab Jamahiriya, RETAIL, Murzuq, Wheat (flour), LYD/Kg","Libyan Arab Jamahiriya, RETAIL, Misrata, Wheat (flour), LYD/Kg","Libyan Arab Jamahiriya, RETAIL, Benghazi, Wheat (flour), LYD/Kg","Libyan Arab Jamahiriya, RETAIL, Alkufra, Wheat (flour), LYD/Kg","Libyan Arab Jamahiriya, RETAIL, Algatroun, Wheat (flour), LYD/Kg","Libyan Arab Jamahiriya, RETAIL, Tripoli center, Wheat (flour), LYD-real/Kg","Libyan Arab Jamahiriya, RETAIL, Sebha, Wheat (flour), LYD-real/Kg","Libyan Arab Jamahiriya, RETAIL, National Average, Wheat (flour), LYD-real/Kg","Libyan Arab Jamahiriya, RETAIL, Murzuq, Wheat (flour), LYD-real/Kg","Libyan Arab Jamahiriya, RETAIL, Misrata, Wheat (flour), LYD-real/Kg","Libyan Arab Jamahiriya, RETAIL, Benghazi, Wheat (flour), LYD-real/Kg","Libyan Arab Jamahiriya, RETAIL, Alkufra, Wheat (flour), LYD-real/Kg","Libyan Arab Jamahiriya, RETAIL, Algatroun, Wheat (flour), LYD-real/Kg","Libyan Arab Jamahiriya, RETAIL, Tripoli center, Wheat (flour), USD/Kg","Libyan Arab Jamahiriya, RETAIL, Sebha, Wheat (flour), USD/Kg","Libyan Arab Jamahiriya, RETAIL, National Average, Wheat (flour), USD/Kg","Libyan Arab Jamahiriya, RETAIL, Murzuq, Wheat (flour), USD/Kg","Libyan Arab Jamahiriya, RETAIL, Misrata, Wheat (flour), USD/Kg","Libyan Arab Jamahiriya, RETAIL, Benghazi, Wheat (flour), USD/Kg","Libyan Arab Jamahiriya, RETAIL, Alkufra, Wheat (flour), USD/Kg","Libyan Arab Jamahiriya, RETAIL, Algatroun, Wheat (flour), USD/Kg","Pakistan, RETAIL, Quetta, Wheat (flour), PKR/Kg","Pakistan, RETAIL, Peshawar, Wheat (flour), PKR/Kg","Pakistan, RETAIL, Multan, Wheat (flour), PKR/Kg","Pakistan, RETAIL, Lahore, Wheat (flour), PKR/Kg","Pakistan, RETAIL, Karachi, Wheat (flour), PKR/Kg","Pakistan, RETAIL, Quetta, Wheat (flour), PKR-real/Kg","Pakistan, RETAIL, Peshawar, Wheat (flour), PKR-real/Kg","Pakistan, RETAIL, Multan, Wheat (flour), PKR-real/Kg","Pakistan, RETAIL, Lahore, Wheat (flour), PKR-real/Kg","Pakistan, RETAIL, Karachi, Wheat (flour), PKR-real/Kg","Pakistan, RETAIL, Quetta, Wheat (flour), USD/Kg","Pakistan, RETAIL, Peshawar, Wheat (flour), USD/Kg","Pakistan, RETAIL, Multan, Wheat (flour), USD/Kg","Pakistan, RETAIL, Lahore, Wheat (flour), USD/Kg","Pakistan, RETAIL, Karachi, Wheat (flour), USD/Kg"
2020-11-01,28.69,33.14,26.5,14.7,16.99,13.5824,0.34,0.39,0.3125,6.62,2.12,0.42,8717.0,5641.25,0.61,2130.0,2500.0,2.56,,2.38,4.25,2.5,3.7,0.84,0.99,1.01,,0.94,1.68,0.99,1.46,1.57,1.84,1.88,,1.75,3.13,1.84,2.72,63250.0,57440.0,43000.0,43.0,60.59,30.15,27.38,20.5,20.5,28.88,0.4,0.36,0.27,0.27,0.38
2020-12-01,29.0,33.17,25.75,14.93,17.08,13.2577,0.34,0.39,0.3037,6.71,2.16,0.43,8729.0,5623.88,0.62,,2500.0,2.46,,2.0,4.0,2.5,3.35,,0.98,0.97,,0.79,1.57,0.98,1.32,,1.87,1.84,,1.49,2.99,1.87,2.5,62750.0,51920.0,47770.0,43.0,60.49,30.12,24.92,22.93,20.64,29.04,0.39,0.32,0.3,0.27,0.38
2021-01-01,29.0,33.29,25.5,14.8,16.98,13.0104,0.34,0.39,0.3007,6.71,2.17,0.43,8739.0,5615.98,0.62,2500.0,3000.0,2.7,,2.5,4.0,3.0,3.15,0.98,1.17,1.06,,0.98,1.57,1.17,1.23,0.56,0.67,0.61,,0.56,0.9,0.67,0.71,49780.0,51030.0,43000.0,43.0,61.91,23.95,24.55,20.68,20.68,29.78,0.31,0.32,0.27,0.27,0.39
2021-02-01,29.79,33.63,26.2132,15.19,17.14,13.3618,0.35,0.4,0.3091,7.6,2.46,0.49,8778.0,5635.2,0.63,2380.0,3000.0,2.99,,4.13,3.0,3.0,2.85,0.93,1.17,1.17,,1.61,1.17,1.17,1.11,0.53,0.67,0.67,,0.93,0.67,0.67,0.64,48000.0,50910.0,44360.0,43.0,64.0,22.68,24.06,20.96,20.32,30.24,0.3,0.32,0.28,0.27,0.4
2021-03-01,29.5,33.93,26.4571,14.95,17.2,13.4095,0.35,0.4,0.312,7.66,2.46,0.49,8775.0,5628.49,0.61,2250.0,2500.0,2.85,,2.0,4.13,2.5,2.65,0.88,0.97,1.11,,0.78,1.61,0.97,1.03,0.5,0.56,0.63,,0.44,0.92,0.56,0.59,48000.0,48870.0,43000.0,43.0,64.02,22.6,23.01,20.24,20.24,30.14,0.31,0.31,0.28,0.28,0.41
2021-04-01,29.38,34.03,26.5,14.79,17.14,13.3435,0.35,0.4,0.3125,7.66,2.43,0.49,8800.0,5637.09,0.6,,2500.0,2.8,,1.75,4.25,2.5,2.8,,0.97,1.09,,0.68,1.65,0.97,1.09,,0.56,0.62,,0.39,0.94,0.56,0.62,53850.0,47980.0,49480.0,45.01,61.03,25.09,22.36,23.06,20.97,28.44,0.35,0.31,0.32,0.29,0.4
2021-05-01,29.11,34.02,26.5526,14.96,17.48,13.6467,0.34,0.4,0.3131,7.66,2.42,0.49,8855.0,5654.24,0.62,,3000.0,2.82,,2.5,4.13,3.0,3.0,,1.16,1.09,,0.97,1.6,1.16,1.16,,0.67,0.63,,0.56,0.92,0.67,0.67,62250.0,53250.0,53220.0,53.07,64.46,28.98,24.79,24.77,24.7,30.01,0.41,0.35,0.35,0.35,0.42
2021-06-01,29.86,34.4,26.357100000000003,15.15,17.45,13.3707,0.35,0.41,0.3107999999999999,7.64,2.41,0.49,8882.0,5680.53,0.62,,2500.0,2.68,,2.13,4.25,2.5,3.25,,0.97,1.04,,0.82,1.64,0.97,1.26,,0.56,0.6,,0.48,0.95,0.56,0.73,62250.0,55070.0,53370.0,53.33,62.4,29.06,25.71,24.92,24.9,29.13,0.4,0.35,0.34,0.34,0.4
2021-07-01,29.0,34.7,25.5,14.64,17.51,12.8702,0.34,0.41,0.3007,7.66,2.39,0.49,8886.0,5678.83,0.61,,3000.0,2.69,,1.75,4.25,3.25,3.1,,1.15,1.03,,0.67,1.63,1.25,1.19,,0.66,0.6,,0.39,0.94,0.72,0.69,61560.0,55610.0,53690.0,54.44,61.84,28.36,25.62,24.74,25.08,28.49,0.38,0.35,0.34,0.34,0.39
2021-08-01,29.38,34.99,26.428600000000003,14.6,17.39,13.1354,0.35,0.41,0.3111,7.75,2.42,0.5,8864.0,5663.17,0.62,,2500.0,2.83,,3.0,4.0,3.25,3.56,,0.96,1.08,,1.15,1.53,1.24,1.36,,0.55,0.63,,0.66,0.88,0.72,0.79,61500.0,56330.0,53570.0,55.01,62.78,28.17,25.8,24.54,25.2,28.76,0.37,0.34,0.33,0.33,0.38
2021-09-01,31.0,35.81,26.863200000000003,15.08,17.42,13.0666,0.36,0.42,0.3151,7.82,2.4,0.5,8891.0,5682.55,0.62,,2500.0,2.83,,2.75,3.88,2.5,3.0,,0.95,1.08,,1.05,1.48,0.95,1.15,,0.55,0.63,,0.61,0.86,0.55,0.66,64400.00000000001,60800.0,57360.0,58.03,68.14,28.89,27.27,25.73,26.03,30.56,0.38,0.36,0.34,0.34,0.4
2021-10-01,33.0,36.65,30.9079,15.88,17.64,14.8741,0.39,0.43,0.361,7.95,2.4,0.51,8958.0,5718.4,0.63,,2500.0,2.88,,3.0,4.5,2.5,3.55,,0.95,1.09,,1.14,1.71,0.95,1.35,,0.55,0.63,,0.66,0.99,0.55,0.78,69000.0,58110.0,55000.0,55.0,73.41,30.37,25.58,24.21,24.21,32.31,0.4,0.34,0.32,0.32,0.43
2021-11-01,34.0,38.16,31.5818,16.44,18.46,15.2739,0.4,0.44,0.3682,8.53,2.58,0.54,8984.0,5714.1,0.63,,3000.0,2.92,,2.75,,3.5,3.0,,1.12,1.09,,1.03,,1.31,1.12,,0.65,0.64,,0.6,,0.76,0.65,69250.0,55420.0,55000.0,55.0,72.63,29.6,23.69,23.51,23.51,31.04,0.4,0.32,0.32,0.32,0.42
2021-12-01,34.62,40.14,32.119,16.81,19.49,15.5929,0.4,0.47,0.3743,8.63,2.61,0.55,9069.0,5735.52,0.63,,3000.0,2.96,,2.75,4.25,3.5,4.0,,1.14,1.12,,1.04,1.61,1.33,1.51,,0.65,0.64,,0.6,0.92,0.76,0.87,70000.0,55000.0,55000.0,55.0,66.68,29.92,23.51,23.51,23.51,28.51,0.39,0.31,0.31,0.31,0.38
2022-01-01,34.0,41.03,31.1957,16.39,19.78,15.0356,0.4,0.48,0.3629,8.77,2.62,0.56,9248.0,5816.27,0.65,2750.0,3000.0,2.95,3.0,2.75,4.13,3.5,3.25,1.03,1.13,1.11,1.13,1.03,1.55,1.32,1.22,0.6,0.65,0.64,0.65,0.6,0.9,0.76,0.71,72250.0,55000.0,55000.0,55.0,57.65,30.77,23.42,23.42,23.42,24.55,0.41,0.31,0.31,0.31,0.33
2022-02-01,34.63,41.22,30.5,16.63,19.79,14.6435,0.4,0.48,0.3547,8.81,2.59,0.56,9458.0,5949.45,0.66,3000.0,3000.0,2.93,3.13,1.88,4.0,3.0,3.25,1.12,1.12,1.09,1.17,0.7,1.49,1.12,1.21,0.65,0.65,0.64,0.68,0.41,0.87,0.65,0.71,73000.0,55000.0,55000.0,55.0,55.58,30.73,23.15,23.15,23.15,23.4,0.42,0.31,0.31,0.31,0.32
2022-03-01,35.61,41.65,32.045500000000004,16.99,19.87,15.2908,0.41,0.48,0.3724,10.52,3.01,0.67,9674.0,6045.49,0.67,2880.0,3000.0,3.41,3.5,3.0,4.13,3.25,4.13,1.06,1.11,1.26,1.29,1.11,1.52,1.2,1.52,0.62,0.64,0.73,0.75,0.64,0.89,0.7,0.89,70800.0,55000.0,55000.0,55.0,60.85,29.57,22.97,22.97,22.97,25.41,0.39,0.31,0.31,0.31,0.34
2022-04-01,35.26,42.01,32.5,16.7,19.9,15.3955,0.41,0.49,0.3769,11.07,3.11,0.66,9905.0,6132.05,0.69,3750.0,4000.0,3.79,3.5,3.63,6.0,5.0,4.0,1.38,1.47,1.39,1.29,1.33,2.21,1.84,1.47,0.8,0.85,0.8,0.74,0.77,1.27,1.06,0.85,69750.0,41120.0,50120.0,51.25,71.72,28.67,16.9,20.6,21.07,29.48,0.38,0.22,0.27,0.28,0.39
2022-05-01,40.89,44.53,37.3611,19.56,21.31,17.8756,0.47,0.51,0.4286,11.43,3.18,0.62,10060.0,6203.19,0.69,3500.0,3000.0,3.56,4.25,3.38,3.63,3.0,4.0,1.29,1.11,1.31,1.57,1.25,1.34,1.11,1.47,0.73,0.63,0.74,0.89,0.71,0.76,0.63,0.84,74310.0,72440.0,57920.0,57.6,79.17,30.41,29.64,23.7,23.57,32.4,0.38,0.37,0.3,0.29,0.4
2022-06-01,41.14,48.56,35.818200000000004,19.4,22.9,16.893,0.45,0.53,0.3892,11.69,3.26,0.63,10243.0,6277.94,0.7,3750.0,4000.0,3.79,3.5,3.63,6.0,5.0,4.0,1.38,1.47,1.39,1.29,1.34,2.21,1.84,1.47,0.78,0.83,0.79,0.73,0.76,1.25,1.04,0.83,84250.0,63690.0,49000.0,49.0,87.78,32.42,24.51,18.85,18.85,33.78,0.41,0.31,0.24,0.24,0.43
2022-07-01,41.28,49.72,36.527800000000006,19.38,23.35,17.1524,0.44,0.53,0.3891,11.82,3.25,0.63,10578.0,6442.09,0.71,,,,,,,,,,,,,,,,,,,,,,,,,91000.0,57310.0,49000.0,49.0,94.27,33.56,21.13,18.07,18.07,34.76,0.41,0.26,0.22,0.22,0.43
2022-08-01,46.53,52.04,42.65,21.12,23.62,19.356,0.49,0.55,0.4493999999999999,12.2,3.33,0.64,10844.0,6617.84,0.73,,,,,,,,,,,,,,,,,,,,,,,,,90730.0,49000.0,49000.0,49.0,96.37,32.66,17.64,17.64,17.64,34.69,0.41,0.22,0.22,0.22,0.44
2022-09-01,50.1,55.77,46.4524,22.34,24.87,20.7119,0.52,0.58,0.4858,12.91,3.47,0.67,11025.0,6650.78,0.74,3500.0,3500.0,3.62,5.0,3.5,3.63,3.5,5.0,1.28,1.28,1.32,1.83,1.28,1.33,1.28,1.83,0.7,0.7,0.73,1.0,0.7,0.73,0.7,1.0,116500.0,69240.0,56880.0,56.88,106.76,42.42,25.21,20.71,20.71,38.88,0.5,0.3,0.25,0.25,0.46
2022-10-01,54.65,57.91,51.3824,24.15,25.59,22.7042,0.57,0.6,0.5318,13.21,3.46,0.65,11146.0,6730.81,0.72,3500.0,3500.0,3.65,4.5,3.5,3.5,3.5,4.5,1.28,1.28,1.33,1.64,1.28,1.28,1.28,1.64,0.69,0.69,0.71,0.88,0.69,0.69,0.69,0.88,105500.0,87500.0,64750.0,64.75,95.16,36.69,30.43,22.52,22.52,33.09,0.48,0.4,0.29,0.29,0.43
2022-11-01,60.11,63.45,55.7045,26.71,28.19,24.748400000000004,0.62,0.65,0.5707,14.77,3.78,0.61,11160.0,6733.29,0.71,3500.0,3500.0,3.7,4.5,3.75,3.75,3.5,4.5,1.27,1.27,1.35,1.64,1.36,1.36,1.27,1.64,0.71,0.71,0.75,0.91,0.76,0.76,0.71,0.91,100910.0,86990.0,64750.0,64.75,95.81,34.83,30.02,22.35,22.35,33.07,0.45,0.39,0.29,0.29,0.43
2022-12-01,62.26,68.27,55.9842,27.8,30.49,25.0018,0.63,0.69,0.5664,16.84,4.22,0.68,11177.0,6699.62,0.72,3750.0,3500.0,3.65,4.0,3.67,3.25,3.5,3.75,1.36,1.27,1.33,1.45,1.33,1.18,1.27,1.36,0.78,0.72,0.75,0.83,0.76,0.67,0.72,0.78,114250.0,109800.0,64750.0,64.75,105.13,39.24,37.71,22.24,22.24,36.11,0.51,0.49,0.29,0.29,0.47
2023-01-01,59.09,68.48,54.373900000000006,26.23,30.4,24.1377,0.59,0.69,0.5443,18.3,4.52,0.64,13281.0,7933.65,0.87,3500.0,,3.54,,3.25,3.0,4.75,,1.27,,1.28,,1.18,1.09,1.72,,0.73,,0.74,,0.68,0.63,0.99,,132700.0,129530.0,73900.0,64.75,123.4,44.3,43.24,24.67,21.62,41.2,0.56,0.55,0.31,0.28,0.53
2023-02-01,57.5,67.3,52.9079,25.38,29.7,23.3503,0.57,0.67,0.5241,18.54,4.5,0.61,13315.0,7941.45,0.88,3500.0,4000.0,3.62,,3.5,,,,1.27,1.45,1.31,,1.27,,,,0.73,0.83,0.75,,0.73,,,,132380.0,93510.0,79410.0,64.75,121.04,42.36,29.92,25.41,20.72,38.73,0.5,0.35,0.3,0.24,0.45
2023-03-01,58.68,67.0,54.2,25.61,29.24,23.6539,0.58,0.66,0.5316,18.83,4.5,0.61,13329.0,7935.76,0.87,3380.0,4000.0,3.44,,3.13,2.5,4.72,,1.22,1.44,1.24,,1.13,0.9,1.7,,0.7,0.83,0.72,,0.65,0.52,0.98,,141060.0,121370.0,110400.0,90.28,142.67,43.52,37.45,34.06,27.85,44.02,0.5,0.43,0.39,0.32,0.51
2023-04-01,56.33,66.07,50.8194,24.31,28.51,21.9313,0.55,0.64,0.4938,19.21,4.14,0.62,13409.0,7956.84,0.9,2880.0,3750.0,3.13,,,2.75,,,1.04,1.35,1.13,,,0.99,,,0.6,0.79,0.66,,,0.58,,,141750.0,145840.0,130370.0,119.75,139.0,42.71,43.94,39.28,36.08,41.88,0.5,0.51,0.46,0.42,0.49
2023-05-01,54.0,65.32,48.7386,23.39,28.29,21.1072,0.52,0.63,0.4669,19.43,4.08,0.63,13380.0,7932.72,0.9,,,,,,,,,,,,,,,,,,,,,,,,,145200.0,146650.0,121230.0,130.68,142.32,43.07,43.5,35.96,38.76,42.21,0.51,0.51,0.42,0.46,0.5
2023-06-01,46.5,63.1,42.1,19.89,26.99,18.005300000000002,0.44,0.6,0.3976,19.43,3.99,0.63,13396.0,7931.16,0.9,3500.0,3500.0,3.5,,,,,,1.26,1.26,1.26,,,,,,0.73,0.73,0.73,,,,,,132500.0,125690.0,121620.0,124.14,137.27,39.4,37.38,36.17,36.91,40.82,0.46,0.44,0.42,0.43,0.48
2023-07-01,47.5,61.58,40.75,20.24,26.24,17.361500000000003,0.44,0.57,0.3747,19.46,3.92,0.63,13413.0,7924.69,0.89,2500.0,2750.0,3.21,4.0,3.75,3.0,4.0,2.63,0.9,0.99,1.15,1.44,1.35,1.08,1.44,0.95,0.52,0.58,0.67,0.84,0.79,0.63,0.84,0.55,139000.0,138080.0,136560.0,140.1,154.07,39.95,39.69,39.25,40.27,44.28,0.49,0.49,0.49,0.5,0.55
2023-08-01,47.5,58.29,39.4,19.52,23.95,16.188399999999998,0.43,0.53,0.36,19.7,3.91,0.64,13394.0,7914.83,0.88,2400.0,2600.0,3.23,4.1,3.0,3.0,3.0,4.8,0.86,0.93,1.16,1.47,1.08,1.08,1.08,1.72,0.5,0.54,0.67,0.85,0.62,0.62,0.62,1.0,143950.0,136990.0,135270.0,138.46,154.85,40.68,38.71,38.22,39.13,43.76,0.49,0.47,0.46,0.47,0.53
2023-09-01,44.25,56.04,42.5,17.91,22.68,17.202,0.4,0.51,0.3865,19.44,3.79,0.63,13291.0,7839.0,0.87,2300.0,2800.0,3.01,4.0,2.5,2.8,3.0,4.5,0.82,1.0,1.08,1.43,0.9,1.0,1.08,1.61,0.47,0.58,0.62,0.82,0.52,0.58,0.62,0.93,139880.0,138250.0,135250.0,138.12,150.94,38.75,38.3,37.47,38.27,41.82,0.47,0.46,0.45,0.46,0.51
2023-10-01,44.0,52.48,42.0,17.6,20.99,16.8002,0.4,0.47,0.3801,25.88,4.99,0.84,13175.0,7757.14,0.84,2250.0,2750.0,3.18,4.0,3.13,2.75,3.0,4.0,0.81,0.98,1.14,1.43,1.12,0.98,1.07,1.43,0.46,0.56,0.65,0.82,0.64,0.56,0.61,0.82,134350.0,135990.0,133150.0,135.76,143.18,36.82,37.27,36.49,37.21,39.24,0.48,0.48,0.47,0.48,0.51
2023-11-01,41.8,53.79,39.3,16.88,21.72,15.8707,0.38,0.49,0.3544,19.61,3.73,0.64,13134.0,7703.69,0.84,4300.0,2800.0,3.22,4.0,2.5,2.6,3.0,4.0,1.54,1.0,1.15,1.43,0.89,0.93,1.07,1.43,0.89,0.58,0.66,0.83,0.52,0.54,0.62,0.83,140500.0,141050.0,139970.0,140.3,133.54,37.52,37.67,37.38,37.47,35.67,0.49,0.49,0.49,0.49,0.47
2023-12-01,46.5,55.44,40.5,18.89,22.52,16.452,0.42,0.5,0.3677,19.92,3.74,0.65,12642.0,7384.57,0.81,4500.0,2750.0,3.3,4.5,2.5,2.75,3.0,3.5,1.61,0.98,1.18,1.61,0.89,0.98,1.07,1.25,0.94,0.57,0.69,0.94,0.52,0.57,0.62,0.73,142560.0,140640.0,138290.0,139.9,136.67,37.76,37.26,36.63,37.06,36.2,0.5,0.5,0.49,0.49,0.48
2024-01-01,47.0,56.48,41.3,18.9,22.71,16.6086,0.43,0.51,0.3755,21.24,3.92,0.69,12539.0,7308.66,0.8,2250.0,2750.0,3.08,4.5,2.5,2.5,3.0,4.0,0.8,0.98,1.1,1.61,0.89,0.89,1.07,1.43,0.47,0.57,0.64,0.94,0.52,0.52,0.62,0.83,144610.0,141240.0,136290.0,139.9,138.92,37.62,36.74,35.45,36.39,36.14,0.52,0.5,0.49,0.5,0.5
2024-02-01,45.5,56.66,38.25,18.22,22.69,15.3193,0.41,0.52,0.3477,26.23,4.35,0.85,12512.0,7278.01,0.8,4000.0,2750.0,3.39,4.0,2.75,2.5,3.5,5.0,1.42,0.98,1.21,1.42,0.98,0.89,1.25,1.78,0.83,0.57,0.7,0.83,0.57,0.52,0.72,1.03,141750.0,139920.0,136170.0,139.9,134.32,36.86,36.38,35.41,36.38,34.93,0.51,0.5,0.49,0.5,0.48
2024-03-01,42.5,55.56,35.0,16.81,21.98,13.8436,0.39,0.51,0.3182,26.65,4.38,0.59,12464.0,7234.98,0.79,4500.0,3000.0,3.56,5.0,3.0,3.5,3.5,4.0,1.6,1.07,1.26,1.78,1.07,1.24,1.24,1.42,0.93,0.62,0.74,1.04,0.62,0.73,0.73,0.83,139750.0,137540.0,133120.0,138.68,129.84,35.73,35.16,34.03,35.45,33.19,0.5,0.49,0.48,0.5,0.47
2024-04-01,42.5,55.85,35.0,16.71,21.96,13.7644,0.39,0.51,0.3182,23.71,3.85,0.5,12467.0,7221.45,0.77,,,,,,,,,,,,,,,,,,,,,,,,,125540.0,112810.0,113340.0,111.15,114.93,32.23,28.97,29.1,28.54,29.51,0.45,0.41,0.41,0.4,0.41
2024-05-01,40.4,53.86,33.28,15.77,21.02,12.987,0.35,0.47,0.2893,22.7,3.6,0.48,12451.0,7197.69,0.77,3130.0,2880.0,3.5,5.0,2.69,3.0,4.0,6.38,1.11,1.02,1.24,1.77,0.95,1.06,1.42,2.26,0.64,0.59,0.72,1.03,0.55,0.62,0.82,1.31,107120.0,89380.0,86350.0,88.54,101.79,28.43,23.72,22.91,23.5,27.01,0.38,0.32,0.31,0.32,0.37
2024-06-01,42.5,52.61,37.03,16.44,20.35,14.3255,0.36,0.45,0.314,22.09,3.43,0.46,12431.0,7171.01,0.76,3380.0,3000.0,3.59,4.81,2.63,3.63,4.0,4.13,1.2,1.06,1.27,1.7,0.93,1.28,1.42,1.46,0.7,0.62,0.74,0.99,0.54,0.75,0.82,0.85,103250.0,84340.0,80350.0,84.55,97.16,27.28,22.28,21.23,22.34,25.67,0.37,0.3,0.29,0.3,0.35
2024-07-01,42.5,53.34,36.79,16.3,20.46,14.1142,0.36,0.45,0.312,21.69,3.29,0.45,12357.0,7112.9,0.76,3250.0,2880.0,3.62,5.0,2.69,3.06,4.0,5.0,1.15,1.02,1.28,1.77,0.95,1.08,1.41,1.77,0.67,0.6,0.75,1.04,0.56,0.63,0.83,1.04,105180.0,96540.0,91150.0,91.17,100.57,27.21,24.98,23.58,23.59,26.02,0.38,0.35,0.33,0.33,0.36
2024-08-01,42.5,52.76,36.82,16.16,20.06,14.0029,0.36,0.44,0.3101,21.89,3.24,0.45,12323.0,7077.94,0.78,4000.0,3000.0,3.56,5.0,2.81,2.5,3.0,5.0,1.41,1.06,1.26,1.77,0.99,0.88,1.06,1.77,0.83,0.63,0.74,1.04,0.59,0.52,0.63,1.04,101060.0,88320.0,83760.0,87.25,99.36,26.05,22.76,21.59,22.49,25.61,0.36,0.32,0.3,0.31,0.36
2024-09-01,42.5,52.43,37.12,15.65,19.31,13.669300000000002,0.36,0.44,0.3123,21.69,3.34,0.45,12340.0,7070.94,0.8,2880.0,3000.0,3.45,5.5,2.75,2.63,3.1,5.0,1.01,1.05,1.2,1.92,0.96,0.92,1.08,1.75,0.61,0.63,0.73,1.16,0.58,0.55,0.65,1.05,94060.0,82750.0,79950.0,86.0,93.95,24.37,21.44,20.71,22.28,24.34,0.34,0.3,0.29,0.31,0.34
2024-10-01,42.9,51.97,37.52,15.48,18.75,13.5358,0.36,0.43,0.3127,21.9,3.31,0.45,12310.0,7036.79,0.79,3000.0,2750.0,3.56,4.81,3.13,2.88,2.88,4.75,1.05,0.96,1.24,1.68,1.09,1.01,1.01,1.66,0.63,0.57,0.74,1.0,0.65,0.6,0.6,0.99,97750.0,93440.0,83440.0,86.5,101.04,25.02,23.91,21.36,22.14,25.86,0.35,0.34,0.3,0.31,0.36
2024-11-01,44.0,51.92,38.74,15.95,18.82,14.0454,0.37,0.44,0.3247,21.67,3.21,0.44,12277.0,7000.67,0.78,3000.0,2500.0,3.39,5.0,2.75,2.81,2.88,5.0,1.05,0.87,1.18,1.74,0.96,0.98,1.0,1.74,0.62,0.51,0.7,1.03,0.57,0.58,0.59,1.03,95660.0,93440.0,83670.0,86.5,100.9,24.36,23.8,21.31,22.03,25.7,0.34,0.34,0.3,0.31,0.36
2024-12-01,44.5,51.18,38.07,16.3,18.75,13.9455,0.37,0.43,0.3187,21.96,3.18,0.43,12263.0,6976.26,0.77,3000.0,2500.0,3.32,5.0,3.0,2.75,3.0,4.88,1.04,0.87,1.15,1.74,1.04,0.96,1.04,1.7,0.61,0.51,0.68,1.02,0.61,0.56,0.61,1.0,98000.0,89960.0,82440.0,86.5,96.06,24.94,22.9,20.98,22.02,24.45,0.35,0.32,0.3,0.31,0.35
2025-01-01,43.7,51.25,37.82,15.98,18.75,13.833900000000002,0.36,0.43,0.3157,,,,12237.0,6946.15,0.75,3000.0,2500.0,3.22,5.25,3.0,2.88,3.13,4.0,1.04,0.87,1.12,1.82,1.04,1.0,1.09,1.39,0.61,0.51,0.65,1.06,0.61,0.58,0.63,0.81,96060.0,88280.0,83380.0,85.78,99.38,24.4,22.42,21.18,21.79,25.24,0.34,0.32,0.3,0.31,0.36
2025-02-01,41.75,51.27,37.15,15.15,18.61,13.4819,0.34,0.42,0.3055,,,,,,,4000.0,2500.0,3.58,4.75,4.0,2.88,3.38,4.0,1.38,0.87,1.24,1.64,1.38,1.0,1.17,1.38,0.82,0.51,0.73,0.97,0.82,0.59,0.69,0.82,94000.0,85890.0,83860.0,85.12,95.27,23.83,21.77,21.26,21.58,24.15,0.34,0.31,0.3,0.3,0.34
2025-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94580.0,87100.0,82800.0,85.5,93.55,,,,,,,,,,
